Approved Symbol	Ensembl Gene ID
TSPAN4	ENSG00000214063
TM6SF1	ENSG00000136404
TM6SF2	ENSG00000213996
GPR137B	ENSG00000077585
TM7SF2	ENSG00000149809
TM9SF1	ENSG00000100926
TM9SF2	ENSG00000125304
TMEFF1	ENSG00000241697
TMEFF2	ENSG00000144339
TRAPPC10	ENSG00000160218
CEMIP2	ENSG00000135048
TMF1	ENSG00000144747
TMOD1	ENSG00000136842
TMOD2	ENSG00000128872
TMOD3	ENSG00000138594
TMOD4	ENSG00000163157
TMPO	ENSG00000120802
TMPRSS2	ENSG00000184012
TMPRSS3	ENSG00000160183
TMPRSS4	ENSG00000137648
TMSB10	ENSG00000034510
TMSB4~withdrawn	
TMSB4X	ENSG00000205542
TMSB4Y	ENSG00000154620
TMSB4XP1	ENSG00000236876
TMSB4XP2	ENSG00000188765
TMSB4XP8	ENSG00000187653
TMSB4XP4	ENSG00000223551
TMSB4XP5	
TMSB4XP6	ENSG00000230043
TMSB4XP7	
TMVCF~withdrawn	
CLEC3B	ENSG00000163815
TNF	ENSG00000232810
TNFA~withdrawn	
TNFAIP1	ENSG00000109079
TNFAIP2	
TNFAIP3	ENSG00000118503
TNFAIP5~withdrawn	
TNFAIP6	ENSG00000123610
TNFAIP7~withdrawn	
TNFB~withdrawn	
TNFC~withdrawn	
TNFR1~withdrawn	
TNFR2~withdrawn	
TNFRSF10A	ENSG00000104689
TNFRSF10B	ENSG00000120889
TNFRSF10C	ENSG00000173535
TNFRSF10D	ENSG00000173530
TNFRSF11A	ENSG00000141655
TNFRSF11B	ENSG00000164761
TNFRSF25	ENSG00000215788
TNFRSF12L~withdrawn	
TNFRSF14	ENSG00000157873
TNFRSF17	ENSG00000048462
TNFRSF18	ENSG00000186891
TNFRSF19	ENSG00000127863
TNFRSF1A	ENSG00000067182
TNFRSF1B	ENSG00000028137
TNFRSF4	ENSG00000186827
CD40	ENSG00000101017
FAS	ENSG00000026103
TNFRSF6B	ENSG00000243509
CD27	ENSG00000139193
TNFRSF8	ENSG00000120949
TNFRSF9	ENSG00000049249
TNFSF10	ENSG00000121858
TNFSF11	ENSG00000120659
TNFSF12	ENSG00000239697
TNFSF13	ENSG00000161955
TNFSF13B	ENSG00000102524
TNFSF14	ENSG00000125735
TNFSF15	ENSG00000181634
TNFSF18	ENSG00000120337
TNFSF3L~withdrawn	
TNFSF4	ENSG00000117586
CD40LG	ENSG00000102245
FASLG	ENSG00000117560
CD70	
TNFSF8	ENSG00000106952
TNFSF9	
TNK1	ENSG00000174292
TNKS	ENSG00000173273
TNM~withdrawn	
TNNC1	ENSG00000114854
TNNC2	ENSG00000101470
TNNI1	ENSG00000159173
TNNI2	ENSG00000130598
TNNI3	
TNNT1	
TNNT2	ENSG00000118194
TNNT3	ENSG00000130595
TNP1	ENSG00000118245
TNP2	
TNR	ENSG00000116147
TNR1~withdrawn	
ZNF384	ENSG00000126746
TNRC10~withdrawn	
MED12	ENSG00000184634
EP400	
TNRC13~withdrawn	
GIGYF2	ENSG00000204120
TNRC17	
TNRC18	ENSG00000182095
BHLHE22	ENSG00000180828
TNRC21~withdrawn	
TNRC22~withdrawn	
TNRC3~withdrawn	
CELF3	ENSG00000159409
CNPY3	ENSG00000137161
TNRC6A	ENSG00000090905
TNRC7~withdrawn	
TNRC8~withdrawn	
TOX3	
TNS1	ENSG00000079308
TNX~withdrawn	
TNXA	ENSG00000248290
TNXB	ENSG00000168477
TNXB1~withdrawn	
TNXB2~withdrawn	
TOB1	ENSG00000141232
TOB2	ENSG00000183864
TOC~withdrawn	
TOM1	ENSG00000100284
TOM1L1	
TOM1L2	ENSG00000175662
TOMM70	ENSG00000154174
TOP1	ENSG00000198900
TOP1P1	
TOP1P2	
TOP2A	ENSG00000131747
TOP2B	ENSG00000077097
TOP3~withdrawn	
TOP3A	ENSG00000177302
TOP3B	ENSG00000100038
TOP3BP1	ENSG00000228050
TOR1B	ENSG00000136816
TOR2A	ENSG00000160404
TOR3A	ENSG00000186283
TP53	ENSG00000141510
TP53BP1	ENSG00000067369
TP53BP2	ENSG00000143514
TP53CP~withdrawn	
TP53L~withdrawn	
TP73	ENSG00000078900
TPBG	ENSG00000146242
TPD52	ENSG00000076554
TPD52L1	ENSG00000111907
TPD52L2	ENSG00000101150
TPH1	ENSG00000129167
TPI1	ENSG00000111669
TPM1	ENSG00000140416
TPM2	ENSG00000198467
TPM3	ENSG00000143549
TPM4	ENSG00000167460
TPMT	ENSG00000137364
TPO	ENSG00000115705
TPP2	ENSG00000134900
TPR	ENSG00000047410
TPS1~withdrawn	
TPSAB1	ENSG00000172236
TPST1	ENSG00000169902
TPST2	ENSG00000128294
TPT1	ENSG00000133112
TPTE	ENSG00000274391
CRISP2	ENSG00000124490
TR2~withdrawn	
TR4~withdrawn	
TRA	
HSP90B1	ENSG00000166598
TRAC	ENSG00000277734
TRADD	ENSG00000102871
TRAF1	ENSG00000056558
TRAF2	ENSG00000127191
TRAF3	
TRAF4	ENSG00000076604
TRAF5	ENSG00000082512
TRAF6	ENSG00000175104
TRAJ1	ENSG00000211888
TRAJ10	ENSG00000211879
TRAJ11	ENSG00000211878
TRAJ12	ENSG00000211877
TRAJ13	ENSG00000211876
TRAJ14	ENSG00000211875
TRAJ15	
TRAJ16	ENSG00000211873
TRAJ17	ENSG00000211872
TRAJ18	ENSG00000211871
TRAJ19	ENSG00000211870
TRAJ2	ENSG00000211887
TRAJ20	ENSG00000211869
TRAJ21	ENSG00000211868
TRAJ22	ENSG00000211867
TRAJ23	ENSG00000211866
TRAJ24	ENSG00000211865
TRAJ25	ENSG00000211864
TRAJ26	ENSG00000211863
TRAJ27	ENSG00000211862
TRAJ28	ENSG00000211861
TRAJ29	ENSG00000211860
TRAJ3	ENSG00000211886
TRAJ30	ENSG00000211859
TRAJ31	ENSG00000211858
TRAJ32	ENSG00000211857
TRAJ33	ENSG00000211856
TRAJ34	ENSG00000211855
TRAJ35	ENSG00000211854
TRAJ36	ENSG00000276699
TRAJ37	ENSG00000278661
TRAJ38	ENSG00000211851
TRAJ39	ENSG00000211850
TRAJ4	ENSG00000211885
TRAJ40	ENSG00000211849
TRAJ41	ENSG00000211848
TRAJ42	ENSG00000211847
TRAJ43	ENSG00000211846
TRAJ44	ENSG00000211845
TRAJ45	ENSG00000211844
TRAJ46	ENSG00000211843
TRAJ47	ENSG00000211842
TRAJ48	ENSG00000211841
TRAJ49	ENSG00000211840
TRAJ5	ENSG00000211884
TRAJ50	ENSG00000211839
TRAJ51	ENSG00000248366
TRAJ52	ENSG00000211838
TRAJ53	ENSG00000211837
TRAJ54	ENSG00000211836
TRAJ55	ENSG00000250688
TRAJ56	ENSG00000211835
TRAJ57	ENSG00000211834
TRAJ58	ENSG00000211833
TRAJ59	ENSG00000211832
TRAJ6	ENSG00000211883
TRAJ60	ENSG00000249446
TRAJ61	ENSG00000211831
TRAJ7	ENSG00000211882
TRAJ8	ENSG00000211881
TRAJ9	ENSG00000211880
TRA-TGC7-1	
HSP90B2P	ENSG00000259706
HSP90B3P	ENSG00000203914
TRAV1-1	ENSG00000255569
TRAV1-2	ENSG00000256553
TRAV10	ENSG00000211784
TRAV11	ENSG00000256474
TRAV12-1	ENSG00000211785
TRAV12-2	ENSG00000211789
TRAV12-3	ENSG00000211794
TRAV13-1	ENSG00000211788
TRAV13-2	ENSG00000211791
TRAV14DV4	ENSG00000211792
TRAV15	ENSG00000258482
TRAV16	ENSG00000211796
TRAV17	ENSG00000211797
TRAV18	ENSG00000211798
TRAV19	ENSG00000211799
TRAV2	ENSG00000211776
TRAV20	ENSG00000211800
TRAV21	ENSG00000211801
TRAV22	ENSG00000211802
TRAV23DV6	ENSG00000211803
TRAV24	ENSG00000211805
TRAV25	ENSG00000211806
TRAV26-1	ENSG00000211807
TRAV26-2	ENSG00000211812
TRAV27	ENSG00000211809
TRAV28	ENSG00000258835
TRAV29DV5	ENSG00000211810
TRAV3	ENSG00000211777
TRAV30	ENSG00000259092
TRAV31	ENSG00000249048
TRAV32	ENSG00000258905
TRAV33	ENSG00000258812
TRAV34	ENSG00000211813
TRAV35	ENSG00000211814
TRAV36DV7	ENSG00000211815
TRAV37	ENSG00000259068
TRAV38-1	ENSG00000211816
TRAV38-2DV8	ENSG00000211817
TRAV39	ENSG00000211818
TRAV4	ENSG00000211778
TRAV40	ENSG00000211819
TRAV41	ENSG00000211820
TRAV5	ENSG00000211779
TRAV6	ENSG00000211780
TRAV7	ENSG00000211781
TRAV8-1	ENSG00000211782
TRAV8-2	ENSG00000211786
TRAV8-3	ENSG00000211787
TRAV8-4	ENSG00000211790
TRAV8-5	ENSG00000256379
TRAV8-6	ENSG00000211795
TRAV8-7	ENSG00000211808
TRAV9-1	ENSG00000211783
TRAV9-2	ENSG00000211793
TRB	
TRBC1	ENSG00000211751
TRBC2	ENSG00000211772
TRBD1	ENSG00000282431
TRBD2	
TRBF1~withdrawn	
TRBF2~withdrawn	
TRBJ1-1	ENSG00000282320
TRBJ1-2	ENSG00000282420
TRBJ1-3	ENSG00000282133
TRBJ1-4	ENSG00000281958
TRBJ1-5	ENSG00000282173
TRBJ1-6	ENSG00000282780
TRBJ2-1	ENSG00000211764
TRBJ2-2	ENSG00000211765
TRBJ2-2P	ENSG00000211766
TRBJ2-3	ENSG00000211767
TRBJ2-4	ENSG00000211768
TRBJ2-5	ENSG00000211769
TRBJ2-6	ENSG00000211770
TRBJ2-7	ENSG00000211771
TRBV1	ENSG00000242736
TRBV10-1	ENSG00000211717
TRBV10-2	ENSG00000229769
TRBV10-3	ENSG00000275791
TRBV11-1	ENSG00000211720
TRBV11-2	ENSG00000241657
TRBV11-3	ENSG00000276597
TRBV12-1	ENSG00000244661
TRBV12-2	ENSG00000211739
TRBV12-3	ENSG00000274752
TRBV12-4	ENSG00000276953
TRBV12-5	ENSG00000275158
TRBV13	ENSG00000276405
TRBV14	ENSG00000275743
TRBV15	ENSG00000276819
TRBV16	ENSG00000275243
TRBV17	ENSG00000277880
TRBV18	ENSG00000276557
TRBV19	ENSG00000211746
TRBV2	ENSG00000226660
TRBV20-1	ENSG00000211747
TRBV20OR9-2	ENSG00000205274
TRBV21-1	ENSG00000251578
TRBV21OR9-2	ENSG00000183938
TRBV22-1	ENSG00000240578
TRBV23-1	ENSG00000211749
TRBV23OR9-2	ENSG00000229063
TRBV24-1	ENSG00000211750
TRBV24OR9-2	ENSG00000215206
TRBV25-1	ENSG00000282499
TRBV25OR9-2	ENSG00000240215
TRBV26	ENSG00000249912
TRBV27	ENSG00000211752
TRBV28	ENSG00000211753
TRBV29-1	ENSG00000232869
TRBV29OR9-2	ENSG00000223394
TRBV3-1	ENSG00000237702
TRBV3-2	
TRBV30	ENSG00000237254
TRBV4-1	ENSG00000211710
TRBV4-2	ENSG00000211745
TRBV4-3	
TRBV5-1	ENSG00000211734
TRBV5-2	ENSG00000242771
TRBV5-3	ENSG00000211715
TRBV5-4	ENSG00000230099
TRBV5-5	ENSG00000211725
TRBV5-6	ENSG00000211728
TRBV5-7	ENSG00000211731
TRBV5-8	
TRBV6-1	ENSG00000211706
TRBV6-2	ENSG00000283063
TRBV6-3	
TRBV6-4	ENSG00000211713
TRBV6-5	ENSG00000211721
TRBV6-6	ENSG00000211724
TRBV6-7	ENSG00000253188
TRBV6-8	ENSG00000253534
TRBV6-9	
TRBV7-1	ENSG00000211707
TRBV7-2	ENSG00000282939
TRBV7-3	ENSG00000211714
TRBV7-4	ENSG00000253409
TRBV7-5	ENSG00000227550
TRBV7-6	ENSG00000211727
TRBV7-7	ENSG00000253291
TRBV7-8	
TRBV7-9	ENSG00000278030
TRBV8-1	ENSG00000243889
TRBV8-2	ENSG00000239944
TRBV9	ENSG00000211716
TRBVA	ENSG00000239992
TRBVB	ENSG00000241911
TRBVOR9@~withdrawn	
TRC-GCA24-1	
TRD-GTC9-1	
TRD	
TRDC	ENSG00000211829
TRDD1	ENSG00000223997
TRDD2	ENSG00000237235
TRDD3	ENSG00000228985
TRDJ1	ENSG00000211825
TRDJ2	ENSG00000211827
TRDJ3	ENSG00000211828
TRDJ4	ENSG00000211826
TRDN	ENSG00000186439
TRDV1	ENSG00000211804
TRDV2	ENSG00000211821
TRDV3	ENSG00000256590
TRE-TTC3-1	
TREH	ENSG00000118094
TRNAE2~withdrawn	
TRESMCR~withdrawn	
TREX1	ENSG00000213689
TREX2	ENSG00000183479
TRG	
TRNAG1~withdrawn	
TRG-GCC2-6	
TRG-TCC1-1	
TRGC1	ENSG00000211689
TRGC2	ENSG00000227191
TRGJ1	ENSG00000211690
TRGJ2	ENSG00000211687
TRGJP	ENSG00000211691
TRGJP1	ENSG00000211692
TRGJP2	ENSG00000211688
TRG-GCC3-1	
TRGP1~withdrawn	
TRGV1	ENSG00000211701
TRGV10	ENSG00000211694
TRGV11	ENSG00000211693
TRGV2	ENSG00000233306
TRGV3	ENSG00000211699
TRGV4	ENSG00000211698
TRGV5	ENSG00000211697
TRGV5P	ENSG00000228668
TRGV6	ENSG00000226212
TRGV7	ENSG00000249978
TRGV8	ENSG00000211696
TRGV9	ENSG00000211695
TRGVA	ENSG00000225992
TRGVB	ENSG00000231202
TRH	ENSG00000170893
TRHR	ENSG00000174417
TRI-AAT9-1	
TRIC5~withdrawn	
TRICY1	
TRIO	ENSG00000038382
TRIP10	ENSG00000125733
TRIP11	ENSG00000100815
TRIP12	ENSG00000153827
TRIP13	ENSG00000071539
TRIP2~withdrawn	
ZNHIT3	ENSG00000273611
TRIP4	ENSG00000103671
TRIP6	ENSG00000087077
HMGN3	ENSG00000118418
JMJD1C	ENSG00000171988
TRK-TTT3-5	
TRL-AAG2-3	
TRL-TAG1-1	
TRNAL47P~withdrawn	
TRX-CAT1-2	
TRM2~withdrawn	
TRMA~withdrawn	
TRMEP1~withdrawn	
TRX-CAT2-1	
TRNAMI2~withdrawn	
TRN-GTT2-1	
TRNL~withdrawn	
TRO	ENSG00000067445
TROAP	ENSG00000135451
TROB1~withdrawn	
TROB2~withdrawn	
TRP-AGG2-5	
TRP-AGG2-6	
TRP-TGG3-1	
TRPC1	ENSG00000144935
TRPC2	ENSG00000182048
TRPC3	ENSG00000138741
TRPC4	ENSG00000133107
TRPC5	ENSG00000072315
TRPC6	
TRPM2	ENSG00000142185
TRPS1	ENSG00000104447
TRQ-CTG1-5	
TRQ-TTG1-1	
TRR-TCT2-1	
TRR-ACG1-2	
TRR-TCG4-1	
TRR-CCG2-1	
TRRAP	ENSG00000196367
TRU-TCA1-1	
TRU-TCA2-1	
TRT-TGT6-1	
TRT-TGT3-1	
TRT-AGT7-1	
TRV-AAC1-4	
TRV-CAC1-2	
TRV-AAC1-3	
TRNAVP1~withdrawn	
TRNAVP2~withdrawn	
TRNAVP3~withdrawn	
TRNAVP4~withdrawn	
TRW-CCA7-1	
TS~withdrawn	
TSC1	ENSG00000165699
TSC2	ENSG00000103197
TSC3~withdrawn	
TSC4~withdrawn	
TSE1~withdrawn	
TSFM	ENSG00000123297
TSG10~withdrawn	
TSGA13	ENSG00000213265
CEP41	ENSG00000106477
RSPH1	ENSG00000160188
TSHB	ENSG00000134200
TSHR	ENSG00000165409
TSHRL1	
TSHRL2	
TSHRL3	
TSIX	ENSG00000270641
TSLC1~withdrawn	
TSN	ENSG00000211460
TSNAX	ENSG00000116918
TSPY1	ENSG00000258992
TSPYL1	ENSG00000189241
EIPR1	ENSG00000032389
TSSC2	ENSG00000223756
PHLDA2	ENSG00000181649
TSSC4	ENSG00000184281
TSSC6~withdrawn	
TST	ENSG00000128311
TST1~withdrawn	
TSTA3	ENSG00000104522
TTC1	ENSG00000113312
DNAJC7	ENSG00000168259
TTC3	ENSG00000182670
TTC4	ENSG00000243725
TTC4P1	ENSG00000221971
TTD~withdrawn	
TTF1	ENSG00000125482
TTF2	ENSG00000116830
MYOT	ENSG00000120729
TTIM1~withdrawn	
TTK	ENSG00000112742
C22orf7~withdrawn	
TTN	ENSG00000155657
TTPA	ENSG00000137561
TTR	ENSG00000118271
TUB	ENSG00000166402
TUBA4A	ENSG00000127824
TUBA3C	ENSG00000198033
TUBAL1~withdrawn	
TUBA8	ENSG00000183785
TUBAP	ENSG00000237569
TUBB2A	ENSG00000137267
TUBB7P	ENSG00000251297
TUBBP1	ENSG00000127589
TUBBP2	ENSG00000214222
TUBG~withdrawn	
TUBG1	ENSG00000131462
TUBG1P	ENSG00000237972
TUBG2	ENSG00000037042
TUFM	ENSG00000178952
TUFMP1	ENSG00000265646
TUFT1	ENSG00000143367
TULP1	ENSG00000112041
TULP2	ENSG00000104804
TULP3	ENSG00000078246
TUPLE1~withdrawn	
TUTR1~withdrawn	
TWIST1	ENSG00000122691
TWSG1	ENSG00000128791
TXDI1~withdrawn	
TXDI3~withdrawn	
TXGP1~withdrawn	
TXGP1L~withdrawn	
TXK	ENSG00000074966
TXN	ENSG00000136810
TXNL1	ENSG00000091164
TXNRD1	ENSG00000198431
TXREB~withdrawn	
TXREB1~withdrawn	
TYK2	ENSG00000105397
TYMS	ENSG00000176890
TYR	ENSG00000077498
TYRL	ENSG00000123447
TYRO1~withdrawn	
TYRO10~withdrawn	
TYRO3	ENSG00000092445
TYRO3P	ENSG00000259581
TYRO4~withdrawn	
TYROBP	ENSG00000011600
TYRP1	ENSG00000107165
TYRP2~withdrawn	
TYS	
U2AF1	ENSG00000160201
U2AF1P~withdrawn	
U2AFBP~withdrawn	
ZRSR2P1	ENSG00000212643
UAP1	ENSG00000117143
UBA52	ENSG00000221983
UBA52P1	
UBA52P2	
UBAP1	ENSG00000165006
UBASH3A	ENSG00000160185
UBB	ENSG00000170315
UBBP1	ENSG00000230037
UBBP2	ENSG00000228247
UBBP3	ENSG00000223962
UBBP4	ENSG00000263563
UBC	ENSG00000150991
UBA1	ENSG00000130985
UBA3	ENSG00000144744
UBA7	ENSG00000182179
UBE2A	ENSG00000077721
UBE2B	ENSG00000119048
UBE2D1	ENSG00000072401
UBE2D2	ENSG00000131508
UBE2D3	ENSG00000109332
UBE2E1	ENSG00000170142
UBE2E2	ENSG00000182247
UBE2E3	ENSG00000170035
UBE2F	ENSG00000184182
UBE2G~withdrawn	
UBE2G1	ENSG00000132388
UBE2G2	ENSG00000184787
UBE2H	ENSG00000186591
UBE2I	ENSG00000103275
UBE2L1	
UBE2L2	ENSG00000131982
UBE2L3	ENSG00000185651
UBE2L4	ENSG00000267741
UBE2L6	ENSG00000156587
UBE2M	ENSG00000130725
UBE2N	ENSG00000177889
UBE2V~withdrawn	
UBE2V1	ENSG00000244687
UBE2V2	ENSG00000169139
UBE3A	ENSG00000114062
UBE3AP1	
UBE3AP2	ENSG00000228941
UBE4A	ENSG00000110344
UBE4B	ENSG00000130939
UBH1~withdrawn	
SUMO1	ENSG00000116030
UBL2~withdrawn	
UBL3	ENSG00000122042
UBL4A	ENSG00000102178
UBN1	ENSG00000118900
UBP1	ENSG00000153560
UBQLN1	ENSG00000135018
UBQLN2	ENSG00000188021
UBQLN3	ENSG00000175520
UBTF	ENSG00000108312
UCHH2~withdrawn	
UCHL1	ENSG00000154277
UCHL2~withdrawn	
UCHL3	ENSG00000118939
UCN	ENSG00000163794
UCP1	ENSG00000109424
UCP2	
UCP3	
UFD1	ENSG00000070010
UFS~withdrawn	
UGALT~withdrawn	
SCGB1A1	ENSG00000149021
UGCG	ENSG00000148154
UGDH	ENSG00000109814
UGP1~withdrawn	
UGP2	ENSG00000169764
UGT1~withdrawn	
UGT1A	
UGT1A1	ENSG00000241635
UGT1A10	ENSG00000242515
UGT1A11P	ENSG00000227846
UGT1A12P	ENSG00000228949
UGT1A2P	ENSG00000228445
UGT1A3	ENSG00000243135
UGT1A4	ENSG00000244474
UGT1A5	ENSG00000240224
UGT1A6	ENSG00000167165
UGT1A7	ENSG00000244122
UGT1A8	ENSG00000242366
UGT1A9	ENSG00000241119
UGT2A1	ENSG00000173610
UGT2B@~withdrawn	
UGT2B10	ENSG00000109181
UGT2B11	ENSG00000213759
UGT2B15	ENSG00000196620
UGT2B17	ENSG00000197888
UGT2B24P	ENSG00000249956
UGT2B25P	ENSG00000215110
UGT2B26P	ENSG00000250919
UGT2B27P	ENSG00000251685
UGT2B29P	ENSG00000250566
UGT2B4	ENSG00000156096
UGT2B7	ENSG00000171234
UGT8	ENSG00000174607
UHRF1	ENSG00000276043
UHRF2	ENSG00000147854
ULK1	ENSG00000177169
UMOD	ENSG00000169344
UMODL1	ENSG00000177398
UMPH2~withdrawn	
UCK2	ENSG00000143179
UMPS	ENSG00000114491
UMS~withdrawn	
UNC119	ENSG00000109103
UNC13B	ENSG00000198722
UNC5A	ENSG00000113763
UNC5B	ENSG00000107731
UNC5C	ENSG00000182168
UNC93A	ENSG00000112494
UND~withdrawn	
UNG	ENSG00000076248
UNP~withdrawn	
UNR~withdrawn	
UOX	ENSG00000240520
UPP1	ENSG00000183696
UPK1A	ENSG00000105668
UPK1B	ENSG00000114638
UPK2	
UPK3A	ENSG00000100373
UQBP~withdrawn	
UQCRB	ENSG00000156467
UQCRBP1	ENSG00000237748
UQCRBP2	ENSG00000227941
UQCRC1	ENSG00000010256
UQCRC2	ENSG00000140740
UQCRFS1	ENSG00000169021
UQCRFS1P1	ENSG00000226085
UQCRFSL2~withdrawn	
UQCRH	ENSG00000173660
UROD	ENSG00000126088
UROS	ENSG00000188690
USF1	ENSG00000158773
USF2	
USH1A~withdrawn	
USH1B~withdrawn	
USH1C	ENSG00000006611
USH1D~withdrawn	
USH1E	
USH1F~withdrawn	
USH2A	ENSG00000042781
USH2B~withdrawn	
USH2C~withdrawn	
USH3~withdrawn	
CLRN1	ENSG00000163646
USH3B~withdrawn	
USP1	ENSG00000162607
USP10	ENSG00000103194
USP11	ENSG00000102226
USP12P1	
USP13	ENSG00000058056
USP14	
USP15	ENSG00000135655
USP16	ENSG00000156256
USP17L9P	ENSG00000251694
USP18	ENSG00000184979
USP19	ENSG00000172046
USP2	
USP20	ENSG00000136878
USP21	ENSG00000143258
USP22	ENSG00000124422
USP23~withdrawn	
USP24	ENSG00000162402
USP25	ENSG00000155313
USP28	ENSG00000048028
USP3	
USP4	ENSG00000114316
USP5	ENSG00000111667
USP6	ENSG00000129204
USP7	ENSG00000187555
USP8	ENSG00000138592
USP9X	ENSG00000124486
USP9Y	ENSG00000114374
UTF1	ENSG00000171794
UTRN	ENSG00000152818
UTS2	ENSG00000049247
KDM6A	ENSG00000147050
UTY	ENSG00000183878
UVO~withdrawn	
UVRAG	ENSG00000198382
UXT	ENSG00000126756
VAMP1	ENSG00000139190
VAMP2	ENSG00000220205
VAMP3	ENSG00000049245
VAMP4	ENSG00000117533
VAMP5	ENSG00000168899
VAMP8	ENSG00000118640
VAPA	ENSG00000101558
VAPB	ENSG00000124164
VARS1~withdrawn	
VARS	ENSG00000204394
VASP	ENSG00000125753
VAT1~withdrawn	
VTRNA1-1	ENSG00000199990
VTRNA1-2	ENSG00000202111
VTRNA1-3	ENSG00000202515
VAV1	ENSG00000141968
VAV2	ENSG00000160293
VAV3	ENSG00000134215
VAX1	ENSG00000148704
VAX2	ENSG00000116035
VBP1	ENSG00000155959
VCAM1	ENSG00000162692
VCF~withdrawn	
VCL	ENSG00000035403
VCP	ENSG00000165280
VCX	ENSG00000182583
VCY	ENSG00000129864
VDAC1	ENSG00000213585
VDAC1P2	ENSG00000213856
VDAC1P1	ENSG00000073905
VDAC2	ENSG00000165637
VDAC2P1	ENSG00000214976
VDAC3	ENSG00000078668
VDAC1P4	ENSG00000235060
VDAC1P5	ENSG00000270858
VDD1~withdrawn	
VDI	
VDR	ENSG00000111424
VEGFA	ENSG00000112715
VEGFB	ENSG00000173511
VEGFC	ENSG00000150630
VEGFD~withdrawn	
VGF	ENSG00000128564
VGL~withdrawn	
VGR~withdrawn	
VHL	ENSG00000134086
VHLP~withdrawn	
VHR~withdrawn	
VIL1	ENSG00000127831
EZR	ENSG00000092820
VIM	ENSG00000026025
VIP	ENSG00000146469
VIPR1	ENSG00000114812
VIPR2	ENSG00000106018
VIS1	
VIT	ENSG00000205221
VLDLR	ENSG00000147852
VMAT1~withdrawn	
VMAT2~withdrawn	
VMCM~withdrawn	
VMD1	
BEST1	ENSG00000167995
VMGLOM~withdrawn	
VNN1	ENSG00000112299
VNN2	ENSG00000112303
VP~withdrawn	
VPP1~withdrawn	
VPREB1	ENSG00000169575
VPREB3	ENSG00000128218
VPS26A	ENSG00000122958
VPS33B	ENSG00000184056
VPS41	ENSG00000006715
VPS45B~withdrawn	
TRPV1	ENSG00000196689
VRF~withdrawn	
VRK1	ENSG00000100749
VRK2	ENSG00000028116
VRNI~withdrawn	
AVSD1	
VSNL1	ENSG00000163032
VSX1	ENSG00000100987
VTN	ENSG00000109072
VTNR~withdrawn	
VWF	ENSG00000110799
VWFP1	ENSG00000241717
VWS~withdrawn	
WARS	ENSG00000140105
WARS2	ENSG00000116874
WAS	ENSG00000015285
WASF1	ENSG00000112290
WASF2	ENSG00000158195
WASF3	ENSG00000132970
WASL	ENSG00000106299
WIPF1	ENSG00000115935
WBP1	ENSG00000239779
WBP2	ENSG00000132471
WBP4	ENSG00000120688
WBS2	
EIF4H	ENSG00000106682
WBSCR10~withdrawn	
WBSCR11~withdrawn	
MLXIPL	ENSG00000009950
WBSCR15~withdrawn	
WBSCR2	
WBSCR3~withdrawn	
WBSCR4~withdrawn	
LAT2	ENSG00000086730
WBSCR6~withdrawn	
WBSCR7~withdrawn	
WBSCR9~withdrawn	
WD~withdrawn	
WDR1	ENSG00000071127
WDR3	ENSG00000065183
WDR4	ENSG00000160193
WDR5	ENSG00000196363
WDR6	ENSG00000178252
WRAP73	ENSG00000116213
BRWD1	ENSG00000185658
WEE1	ENSG00000166483
WFS1	ENSG00000109501
WFS2~withdrawn	
WHCR	
FOXN1	ENSG00000109101
NSD2	ENSG00000109685
NSD3	ENSG00000147548
NELFA	ENSG00000185049
CCN4	ENSG00000104415
CCN5	ENSG00000064205
CCN6	ENSG00000112761
WMS~withdrawn	
WND~withdrawn	
WNT1	ENSG00000125084
WNT10B	ENSG00000169884
WNT11	ENSG00000085741
WNT13~withdrawn	
WNT9A	ENSG00000143816
WNT9B	ENSG00000158955
WNT2	ENSG00000105989
WNT2B	ENSG00000134245
WNT3	ENSG00000108379
WNT4	ENSG00000162552
WNT5A	ENSG00000114251
WNT6	ENSG00000115596
WNT7A	ENSG00000154764
WNT7B	ENSG00000188064
WNT8A	ENSG00000061492
WNT8B	ENSG00000075290
WRB	ENSG00000182093
WRN	ENSG00000165392
WS1~withdrawn	
WS2A~withdrawn	
WS2B	
WSN~withdrawn	
WT1	ENSG00000184937
WT2	
WTS~withdrawn	
WWOX	ENSG00000186153
WWS~withdrawn	
XBP1	ENSG00000100219
XBP1P1	ENSG00000249947
XBX1~withdrawn	
XCE	
XDH	ENSG00000158125
XG	ENSG00000124343
XGY1	ENSG00000227447
XGR	
XIC	
XIST	ENSG00000229807
XK	ENSG00000047597
XM	
XPA	ENSG00000136936
XPAC~withdrawn	
XPC	ENSG00000154767
XPD~withdrawn	
XPF~withdrawn	
XPGC~withdrawn	
REXO4	ENSG00000148300
XPNPEP~withdrawn	
XPNPEP1	ENSG00000108039
XPNPEP2	ENSG00000122121
XPNPEPL~withdrawn	
XPO1	ENSG00000082898
XPOT	ENSG00000184575
XPR1	ENSG00000143324
XRCC1	
XRCC2	ENSG00000196584
XRCC3	ENSG00000126215
XRCC4	ENSG00000152422
XRCC4L~withdrawn	
XRCC5	ENSG00000079246
XRCC8	
XRCC9~withdrawn	
XRN2	ENSG00000088930
XS	
XWNPEP	
XYLB	ENSG00000093217
YARS	ENSG00000134684
YES1	ENSG00000176105
YES1P1	ENSG00000224003
YME1L1	ENSG00000136758
